;0;1;2;3;4;5;6;7;8
0;1.0;0.9999999999999999;1.0;0.9799429557708523;0.9736284153639877;0.980783979655317;0.9692501771576582;0.9776284873613302;0.9667449538263848
1;1.0;1.0;1.0;0.9799956510095744;0.9727656294917907;0.9806465539225288;0.9699986901214327;0.9782867769536416;0.968149410576063
2;1.0;0.9999999999999999;0.9999999999999997;0.9804243276406124;0.9728882688425611;0.9809385787529363;0.9702892463101199;0.9787532541145436;0.9687536278355601
3;1.0;1.0;1.0000000000000002;0.9808595374734543;0.9736539012481695;0.9816277014352577;0.9717921152316564;0.979622057666754;0.9694508158487962
4;1.0;0.9999999999999999;0.9999999999999999;0.9783492316949639;0.9711053613866903;0.9792846245996059;0.967327027555103;0.9764104585322612;0.9640937671670416
5;1.0;0.9999999999999999;1.0;0.9811107582185854;0.9749382648160966;0.9818286652863795;0.9708994591068861;0.9792635937562169;0.9683512133990333
6;1.0;0.9999999999999999;0.9999999999999999;0.9785437765420519;0.9716042340801692;0.98007911751643;0.9691758276994773;0.9766786900510461;0.9645913235006287
7;1.0;1.0000000000000002;1.0;0.9804623565494164;0.9734666829426819;0.9811569511603662;0.9705664156216941;0.9788558389513593;0.968007832089822
8;1.0;1.0;1.0;0.979870595973476;0.9730972951559452;0.9812149332972169;0.9710332479564271;0.9783358112226367;0.9670589358557372
9;1.0;0.9999999999999999;1.0;0.9811346683348315;0.9746379552273648;0.9816682788382309;0.9707282891257536;0.9793154353531146;0.9686781938791588
10;1.0;0.9999999999999998;1.0;0.9796076667406195;0.9724601407074487;0.9799795843110696;0.9679648434646436;0.9771992866932031;0.9667085193899222
11;1.0;1.0;1.0;0.9799612612189305;0.9726789970804558;0.9807326318710557;0.9703497211348259;0.9786717053193582;0.9674237725801001
12;1.0;0.9999999999999999;0.9999999999999999;0.9790645322636329;0.9731417082673852;0.9810273034448711;0.9706919680045057;0.9773914102000348;0.9653772107516333
13;1.0;1.0000000000000002;0.9999999999999999;0.9797043752797922;0.9723404798244972;0.9804959289045988;0.9693196783332371;0.9781083428763854;0.9666185443085109
14;1.0;1.0;0.9999999999999999;0.9804911697994338;0.973178909059521;0.9800674938454607;0.9674776477861301;0.9778145812484645;0.9684572689444001
15;1.0;0.9999999999999999;1.0000000000000002;0.9805909658233448;0.9734052070837182;0.9806786087733398;0.9690967286904416;0.9783584099335773;0.9687207463772287
16;1.0;1.0;1.0000000000000002;0.97950457039131;0.9720712407761987;0.9800596028453809;0.9685919026716958;0.9775203432689399;0.966725345257027
17;1.0;0.9999999999999999;1.0;0.9786755621347457;0.9709787618097604;0.9790094786648958;0.9666117088754747;0.9761955291325529;0.9655973099241714
18;1.0;1.0;1.0;0.9801965515897253;0.9738566577243591;0.9815096312739771;0.9711402463326477;0.9786422090536041;0.9670106891965201
19;1.0;1.0;0.9999999999999999;0.9794562166166139;0.9712030745746808;0.9793905289431621;0.9674410445914682;0.9776313946233142;0.967188601421704
20;1.0;1.0;0.9999999999999999;0.980424464930235;0.9736086455441734;0.9814222752854525;0.9711052446192918;0.9789357308432154;0.9677672367829667
21;1.0;1.0;1.0000000000000002;0.9807126964687934;0.9745141500065909;0.9814852606944203;0.9705271807266256;0.9787639549923921;0.968057069858025
22;1.0;1.0;1.0;0.9793680497556346;0.9722425868745782;0.9801696951733059;0.9687216559858662;0.9773445216501012;0.9660736125522369
23;1.0;1.0;0.9999999999999999;0.980162640077331;0.9737336413129528;0.9813449600452765;0.9707968696912748;0.9784463124952368;0.9672745904607104
24;1.0;0.9999999999999999;0.9999999999999998;0.9797236994255498;0.9721219670375899;0.9798280123976087;0.9680357123459172;0.9774939329786075;0.9675792563788549
25;1.0;1.0000000000000002;0.9999999999999999;0.9811047270274252;0.9751804027097527;0.9818759489705672;0.9710898039300421;0.9792753694022166;0.9686043458387171
26;1.0;1.0;1.0;0.9797680286196964;0.9722679307899535;0.9808498155392298;0.9709779276531832;0.9787097040390917;0.9674950935516142
27;1.0;0.9999999999999999;0.9999999999999999;0.9808471029456829;0.9748981357079243;0.9814328565555173;0.9695736029991248;0.9782112217538954;0.9676466391722188
28;1.0;0.9999999999999998;0.9999999999999999;0.9801003569407387;0.9735008046655957;0.9812452296940234;0.9708465261038595;0.9784268885192458;0.9674386331647322
29;1.0;0.9999999999999999;1.0;0.9798704975296352;0.9730366465135315;0.9803410376870505;0.9684084437705087;0.9776298741312005;0.966918242756867
